Unidad,Marca,Modelo,precio,Combustible,Año_del_vehiculo,kilometros,Caballos,puertas,color_coche,Comunidad_autonoma,Año_Venta,Mes_Venta,Año,Mes,Super_95,Diesel,marca_modelo,fecha
1,PEUGEOT,407,3680,Diésel,2004.0,274830,136.0,4,Gris,Andalucía,2020,11,2020,11,1.154,1.024,PEUGEOT 407,2020-11-01
1,PEUGEOT,407,2200,Diésel,2007.0,160000,110.0,4,Gris,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 407,2020-11-01
1,PEUGEOT,407,6600,Diésel,2010.0,79500,110.0,4,Gris,Murcia,2020,10,2020,10,1.16,1.03,PEUGEOT 407,2020-10-01
1,PEUGEOT,407,2700,Diésel,2007.0,193000,110.0,4,Gris,Castilla la Mancha,2020,10,2020,10,1.16,1.03,PEUGEOT 407,2020-10-01
1,PEUGEOT,407,4000,Diésel,2005.0,159000,136.0,4,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407,2200,Diésel,2005.0,224500,110.0,4,Gris,Andalucía,2020,11,2020,11,1.154,1.024,PEUGEOT 407,2020-11-01
1,PEUGEOT,407,2400,Diésel,2006.0,158000,110.0,4,Gris,País Vasco,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407,4000,Diésel,2005.0,220000,136.0,4,Gris,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407,3500,Diésel,2010.0,209000,110.0,4,Gris,Extremadura,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407,3250,Diésel,2005.0,175000,110.0,4,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 407,2021-01-01
1,PEUGEOT,407,2800,Diésel,2007.0,248000,136.0,4,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 407,2021-01-01
1,PEUGEOT,407,1800,Diésel,2004.0,221000,136.0,4,Gris,Murcia,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,ABARTH,500,7900,Gasolina,2009.0,118000,135.0,3,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,ABARTH 500,2021-01-01
1,ABARTH,500,21500,Gasolina,2018.0,44000,180.0,3,Gris,Islas_Baleares,2020,12,2020,12,1.1766666666666665,1.06,ABARTH 500,2020-12-01
1,MERCEDES-BENZ,500,15000,Gasolina,1992.0,142000,320.0,2,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,MERCEDES-BENZ 500,2020-12-01
1,FIAT,500,9990,Gasolina,2018.0,17938,69.0,3,Gris,Cantabria,2020,11,2020,11,1.154,1.024,FIAT 500,2020-11-01
1,ABARTH,500,16900,Gasolina,2018.0,22400,160.0,3,Gris,Islas_Baleares,2020,11,2020,11,1.154,1.024,ABARTH 500,2020-11-01
1,FIAT,500,8000,Gasolina,2016.0,76000,69.0,3,Gris,Madrid,2020,11,2020,11,1.154,1.024,FIAT 500,2020-11-01
1,ABARTH,500,17400,Gasolina,2019.0,6500,165.0,3,Gris,Aragón,2020,11,2020,11,1.154,1.024,ABARTH 500,2020-11-01
1,ABARTH,500,24500,Gasolina,2018.0,9300,180.0,3,Gris,Islas_Baleares,2020,12,2020,12,1.1766666666666665,1.06,ABARTH 500,2020-12-01
1,ABARTH,500,17000,Gasolina,2019.0,32000,160.0,3,Gris,Islas_Baleares,2020,12,2020,12,1.1766666666666665,1.06,ABARTH 500,2020-12-01
1,PEUGEOT,5008,8200,Diésel,2012.0,130000,115.0,5,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 5008,2020-12-01
1,PEUGEOT,5008,8000,Diésel,2013.0,131000,115.0,5,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 5008,2021-01-01
1,PEUGEOT,5008,20000,Diésel,2018.0,69000,130.0,5,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 5008,2021-01-01
1,PEUGEOT,5008,6900,Diésel,2013.0,172000,115.0,5,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 5008,2021-01-01
1,PEUGEOT,5008,6200,Diésel,2010.0,200000,150.0,5,Gris,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 5008,2020-11-01
1,PEUGEOT,5008,5000,Diésel,2009.0,320000,150.0,5,Gris,Cataluña,2020,10,2020,10,1.16,1.03,PEUGEOT 5008,2020-10-01
1,PEUGEOT,5008,17500,Diésel,2016.0,39000,120.0,5,Gris,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 5008,2020-12-01
1,PEUGEOT,5008,8500,Diésel,2011.0,105000,112.0,5,Gris,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 5008,2020-12-01
1,ABARTH,500C,15900,Gasolina,2016.0,30000,140.0,2,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,ABARTH 500C,2021-01-01
1,ABARTH,500C,10200,Gasolina,2012.0,128000,160.0,2,Gris,Aragón,2020,12,2020,12,1.1766666666666665,1.06,ABARTH 500C,2020-12-01
1,FIAT,500X,11500,Diésel,2017.0,63000,95.0,5,Gris,Andalucía,2020,11,2020,11,1.154,1.024,FIAT 500X,2020-11-01
1,FIAT,500X,13000,Diésel,2017.0,75000,120.0,5,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,FIAT 500X,2020-12-01
1,FIAT,500X,14000,Gasolina,2018.0,20000,110.0,5,Gris,Comunidad Valenciana,2020,10,2020,10,1.16,1.03,FIAT 500X,2020-10-01
1,PEUGEOT,508,11000,Diésel,2013.0,135000,115.0,5,Gris,Andalucía,2020,10,2020,10,1.16,1.03,PEUGEOT 508,2020-10-01
1,PEUGEOT,508,12500,Diésel,2017.0,69787,120.0,5,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 508,2021-01-01
1,PEUGEOT,508,17350,Gasolina,2017.0,61000,165.0,5,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 508,2021-01-01
1,MAZDA,626,800,Diésel,2002.0,315000,110.0,5,Gris,Madrid,2020,11,2020,11,1.154,1.024,MAZDA 626,2020-11-01
1,VOLVO,740,4000,Gasolina,1984.0,189000,131.0,4,Gris,País Vasco,2020,10,2020,10,1.16,1.03,VOLVO 740,2020-10-01
1,ROVER,75,2200,Diésel,2001.0,254000,116.0,4,Gris,Asturias,2020,12,2020,12,1.1766666666666665,1.06,ROVER 75,2020-12-01
1,ROVER,75,2000,Diésel,2002.0,268000,116.0,4,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,ROVER 75,2021-01-01
1,PEUGEOT,806,1200,Diésel,2001.0,450000,110.0,5,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 806,2021-01-01
1,PEUGEOT,807,2500,Diésel,2003.0,276000,109.0,5,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 807,2021-01-01
1,SAAB,9-3,5800,Diésel,2009.0,255000,180.0,4,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,SAAB 9-3,2020-11-01
1,SAAB,9-3,5500,Gasolina,2002.0,230000,185.0,2,Gris,Andalucía,2020,11,2020,11,1.154,1.024,SAAB 9-3,2020-11-01
1,SAAB,9-3,4000,Gasolina,2008.0,173800,150.0,4,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,SAAB 9-3,2021-01-01
1,SAAB,9-3,3500,Gasolina,2001.0,165000,185.0,5,Gris,País Vasco,2020,12,2020,12,1.1766666666666665,1.06,SAAB 9-3,2020-12-01
1,AUDI,90,1100,Gasolina,1991.0,250000,170.0,4,Gris,Castilla y León,2020,11,2020,11,1.154,1.024,AUDI 90,2020-11-01
1,PORSCHE,911,41500,Gasolina,1984.0,169000,231.0,2,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PORSCHE 911,2021-01-01
1,PORSCHE,911,49900,Gasolina,2003.0,53000,320.0,2,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,PORSCHE 911,2020-11-01
1,PORSCHE,911,26000,Gasolina,2002.0,230700,320.0,3,Gris,Madrid,2020,10,2020,10,1.16,1.03,PORSCHE 911,2020-10-01
1,PORSCHE,911,129000,Gasolina,2015.0,34000,520.0,2,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PORSCHE 911,2021-01-01
1,PORSCHE,911,75400,Gasolina,2012.0,42500,400.0,2,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,PORSCHE 911,2020-12-01
1,PORSCHE,911,43000,Gasolina,2005.0,130000,355.0,2,Gris,Galicia,2020,11,2020,11,1.154,1.024,PORSCHE 911,2020-11-01
1,PORSCHE,911,29999,Gasolina,2003.0,160000,320.0,2,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PORSCHE 911,2021-01-01
1,PORSCHE,911,65000,Gasolina,2003.0,89300,420.0,2,Gris,Galicia,2020,11,2020,11,1.154,1.024,PORSCHE 911,2020-11-01
1,PORSCHE,911,52990,Gasolina,2001.0,102000,420.0,2,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,PORSCHE 911,2020-12-01
1,PORSCHE,911,25900,Gasolina,1998.0,144000,285.0,2,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,PORSCHE 911,2020-12-01
1,PORSCHE,944,11900,Gasolina,1984.0,158000,163.0,2,Gris,Castilla y León,2020,11,2020,11,1.154,1.024,PORSCHE 944,2020-11-01
1,AUDI,A1,16000,Gasolina,2017.0,40483,125.0,5,Gris,Comunidad Valenciana,2020,10,2020,10,1.16,1.03,AUDI A1,2020-10-01
1,AUDI,A1,13000,Gasolina,2016.0,125000,95.0,5,Gris,Cataluña,2020,10,2020,10,1.16,1.03,AUDI A1,2020-10-01
1,AUDI,A1,15800,Gasolina,2016.0,19500,125.0,5,Gris,Aragón,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A1,2021-01-01
1,AUDI,A1,13990,Diésel,2014.0,120000,143.0,3,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A1,2020-12-01
1,AUDI,A1,14000,Diésel,2016.0,68500,90.0,5,Gris,Cataluña,2020,10,2020,10,1.16,1.03,AUDI A1,2020-10-01
1,AUDI,A3,5000,Diésel,2006.0,222500,140.0,5,Gris,Cataluña,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,1380,Gasolina,2001.0,129000,102.0,5,Gris,Murcia,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,11000,Diésel,2010.0,104000,140.0,5,Gris,Andalucía,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,2800,Diésel,2001.0,270000,110.0,5,Gris,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,1200,Diésel,2000.0,432000,110.0,5,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,4000,Diésel,2001.0,240000,130.0,3,Gris,Castilla y León,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,3800,Gasolina,2003.0,140000,102.0,3,Gris,Murcia,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,16500,Diésel,2015.0,138200,150.0,5,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,5000,Gasolina,2006.0,160000,115.0,5,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,10300,Diésel,2011.0,146000,140.0,5,Gris,Murcia,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,6000,Diésel,2009.0,198000,140.0,3,Gris,Aragón,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,14550,Diésel,2012.0,100000,105.0,5,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,3750,Diésel,2004.0,267000,105.0,3,Gris,Madrid,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,3500,Gasolina,2005.0,200000,150.0,3,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,5900,Diésel,2007.0,208123,105.0,5,Gris,Galicia,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,14800,Diésel,2014.0,136000,150.0,4,Gris,Madrid,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,5800,Gasolina,2006.0,130000,115.0,3,Gris,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,10300,Gasolina,2008.0,200000,250.0,5,Gris,Andalucía,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,7900,Diésel,2007.0,97960,140.0,5,Gris,Madrid,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,9800,Diésel,2011.0,202000,105.0,2,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,7500,Diésel,2008.0,146000,140.0,3,Gris,Madrid,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,50500,Gasolina,2017.0,60000,400.0,5,Gris,Galicia,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,6000,Diésel,2007.0,215000,140.0,5,Gris,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,2000,Gasolina,1999.0,127000,150.0,3,Gris,Cantabria,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,17000,Diésel,2013.0,124000,150.0,5,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,14500,Diésel,2014.0,110000,105.0,4,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,15950,Diésel,2016.0,118000,110.0,4,Gris,Murcia,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,5700,Gasolina,2006.0,188000,115.0,5,Gris,Castilla y León,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,18900,Diésel,2014.0,132000,184.0,5,Gris,Galicia,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,6200,Diésel,2006.0,220000,140.0,5,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,1500,Diésel,1998.0,490000,110.0,3,Gris,País Vasco,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,3500,Diésel,2004.0,295000,140.0,3,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,2500,Gasolina,2002.0,141000,102.0,5,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,53500,Gasolina,2019.0,30000,400.0,5,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,8500,Diésel,2011.0,116500,105.0,5,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,1900,Diésel,2005.0,312996,140.0,3,Gris,Islas Canarias,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,17600,Gasolina,2014.0,44000,140.0,5,Gris,Cantabria,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,2000,Diésel,2000.0,355000,110.0,3,Gris,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,7600,Diésel,2008.0,190000,170.0,3,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,11900,Diésel,2013.0,155000,150.0,5,Gris,Andalucía,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,12350,Diésel,2013.0,103530,150.0,3,Gris,Comunidad Valenciana,2020,09,2020,09,1.16,1.0333333333333334,AUDI A3,2020-09-01
1,AUDI,A3,9700,Diésel,2011.0,161000,140.0,5,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,23500,Diésel,2016.0,66500,150.0,4,Gris,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,3700,Gasolina,2007.0,237000,115.0,5,Gris,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,2800,Gasolina,2001.0,272500,150.0,3,Gris,Cataluña,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,9900,Diésel,2012.0,152000,105.0,2,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
1,AUDI,A3,6500,Diésel,2007.0,198000,140.0,5,Gris,Madrid,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A3,3200,Gasolina,2002.0,126000,102.0,5,Gris,Andalucía,2020,09,2020,09,1.16,1.0333333333333334,AUDI A3,2020-09-01
1,AUDI,A3,3700,Diésel,2002.0,195000,100.0,3,Gris,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,31900,Gasolina,2019.0,9800,190.0,4,Gris,Andalucía,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,AUDI,A4,7000,Gasolina,2005.0,189000,200.0,4,Gris,Navarra,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,5500,Diésel,2005.0,280000,140.0,5,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,6000,Diésel,2006.0,330000,140.0,4,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,4900,Diésel,2006.0,199994,140.0,4,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,2000,Diésel,2002.0,220000,130.0,4,Gris,Aragón,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,7500,Diésel,2004.0,62000,130.0,4,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,24900,Diésel,2016.0,86000,150.0,5,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,4700,Diésel,2005.0,198000,140.0,4,Gris,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,10500,Diésel,2009.0,222000,240.0,4,Gris,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,3900,Diésel,2004.0,250000,130.0,4,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,7500,Diésel,2008.0,220000,143.0,4,Gris,Murcia,2020,10,2020,10,1.16,1.03,AUDI A4,2020-10-01
1,AUDI,A4,4500,Diésel,2003.0,90000,130.0,4,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,11500,Diésel,2010.0,143000,143.0,4,Gris,Asturias,2020,10,2020,10,1.16,1.03,AUDI A4,2020-10-01
1,AUDI,A4,11900,Diésel,2012.0,130000,143.0,4,Gris,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,8000,Diésel,2009.0,223000,143.0,4,Gris,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,2500,Diésel,2003.0,340000,130.0,4,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,15600,Diésel,2014.0,127000,136.0,5,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,17000,Diésel,2012.0,64000,143.0,4,Gris,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,5900,Diésel,2005.0,218000,204.0,5,Gris,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,1900,Diésel,2001.0,430000,130.0,4,Gris,Aragón,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,7500,Diésel,2007.0,200000,170.0,5,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,6800,Diésel,2008.0,380000,140.0,5,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,19500,Diésel,2016.0,73000,150.0,4,Gris,Andalucía,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,21200,Diésel,2016.0,100000,150.0,4,Gris,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,28500,Diésel,2019.0,14500,122.0,5,Gris,Castilla la Mancha,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,2000,Diésel,1998.0,245000,110.0,4,Gris,Castilla la Mancha,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,7600,Diésel,2009.0,230000,143.0,5,Gris,País Vasco,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,3000,Diésel,2004.0,300000,130.0,5,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,5499,Diésel,2005.0,165000,140.0,4,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,5000,Gasolina,1996.0,254470,150.0,4,Gris,Andalucía,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,1150,Diésel,1999.0,322000,110.0,5,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,11999,Diésel,2011.0,137000,136.0,4,Gris,Andalucía,2020,09,2020,09,1.16,1.0333333333333334,AUDI A4,2020-09-01
1,AUDI,A4,6000,Diésel,2007.0,197000,140.0,4,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,1350,Diésel,1998.0,400000,110.0,5,Gris,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,2900,Diésel,2004.0,282000,130.0,5,Gris,Cataluña,2020,10,2020,10,1.16,1.03,AUDI A4,2020-10-01
1,AUDI,A4,5000,Gasolina,2002.0,119999,130.0,4,Gris,Asturias,2020,02,2020,02,1.3025,1.2075,AUDI A4,2020-02-01
1,AUDI,A4,5500,Diésel,2008.0,245000,140.0,2,Gris,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,3700,Gasolina,2002.0,202000,150.0,4,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,29500,Diésel,2018.0,18800,150.0,5,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,1450,Diésel,2000.0,360000,115.0,4,Gris,Murcia,2020,10,2020,10,1.16,1.03,AUDI A4,2020-10-01
1,AUDI,A4,12000,Diésel,2013.0,150000,136.0,5,Gris,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,5100,Diésel,2005.0,202000,140.0,5,Gris,Castilla y León,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,18500,Diésel,2017.0,140000,150.0,5,Gris,Castilla y León,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,15000,Diésel,2011.0,145000,143.0,4,Gris,Aragón,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,28900,Diésel,2017.0,49189,150.0,5,Gris,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,1999,Gasolina,1997.0,144533,165.0,4,Gris,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,16900,Diésel,2014.0,86000,150.0,4,Gris,Madrid,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,2000,Gasolina,1999.0,230000,150.0,4,Gris,Cataluña,2020,10,2020,10,1.16,1.03,AUDI A4,2020-10-01
1,AUDI,A4,8500,Diésel,2005.0,170000,163.0,2,Gris,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,3990,Diésel,2007.0,508000,140.0,4,Gris,Galicia,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,990,Gasolina,1998.0,215000,165.0,4,Gris,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,5800,Diésel,2007.0,215000,143.0,4,Gris,Cantabria,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
1,AUDI,A4,2300,Diésel,2000.0,215000,150.0,5,Gris,Madrid,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,25000,Diésel,2016.0,90000,190.0,5,Gris,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,8500,Diésel,2008.0,210000,143.0,4,Gris,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,21900,Diésel,2016.0,48000,150.0,5,Gris,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,2900,Diésel,2003.0,283000,130.0,5,Gris,Murcia,2020,12,2020,12,1.1766666666666665,1.06,AUDI A4,2020-12-01
1,AUDI,A4,4000,Gasolina,2002.0,64100,130.0,4,Gris,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A4,2021-01-01
1,AUDI,A4,18500,Diésel,2015.0,85000,150.0,4,Gris,Madrid,2020,11,2020,11,1.154,1.024,AUDI A4,2020-11-01
