Unidad,Marca,Modelo,precio,Combustible,Año_del_vehiculo,kilometros,Caballos,puertas,color_coche,Comunidad_autonoma,Año_Venta,Mes_Venta,Año,Mes,Super_95,Diesel,marca_modelo,fecha
1,PEUGEOT,107,3990,Diésel,2006.0,155000,54.0,5,Amarillo,Galicia,2020,11,2020,11,1.154,1.024,PEUGEOT 107,2020-11-01
1,PEUGEOT,206,2000,Gasolina,2004.0,188000,90.0,5,Amarillo,Andalucía,2020,10,2020,10,1.16,1.03,PEUGEOT 206,2020-10-01
1,NISSAN,350Z,27499,Gasolina,2005.0,15000,300.0,3,Amarillo,Galicia,2021,01,2021,01,1.2166666666666666,1.0966666666666667,NISSAN 350Z,2021-01-01
1,FIAT,500,6300,Gasolina,2015.0,130000,69.0,3,Amarillo,Islas Canarias,2021,01,2021,01,1.2166666666666666,1.0966666666666667,FIAT 500,2021-01-01
1,AUDI,A3,14500,Diésel,2014.0,110000,150.0,5,Amarillo,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,2990,Gasolina,2000.0,222500,150.0,3,Amarillo,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A3,2020-11-01
1,OPEL,Adam,8500,Gasolina,2015.0,46300,100.0,3,Amarillo,Islas_Baleares,2020,11,2020,11,1.154,1.024,OPEL Adam,2020-11-01
1,OPEL,Adam,8990,Gasolina,2016.0,50000,100.0,3,Amarillo,Madrid,2020,12,2020,12,1.1766666666666665,1.06,OPEL Adam,2020-12-01
1,OPEL,Adam,6000,Gasolina,2015.0,100000,100.0,3,Amarillo,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,OPEL Adam,2020-12-01
1,OPEL,Astra,3000,Gasolina,2000.0,236000,147.0,2,Amarillo,Galicia,2021,01,2021,01,1.2166666666666666,1.0966666666666667,OPEL Astra,2021-01-01
1,OPEL,Astra,2000,Diésel,2005.0,225000,100.0,5,Amarillo,Murcia,2020,11,2020,11,1.154,1.024,OPEL Astra,2020-11-01
1,HYUNDAI,Atos,1300,Gasolina,2004.0,138000,59.0,5,Amarillo,Madrid,2020,12,2020,12,1.1766666666666665,1.06,HYUNDAI Atos,2020-12-01
1,HYUNDAI,Atos Prime,2000,Gasolina,2001.0,32000,55.0,5,Amarillo,Cataluña,2020,11,2020,11,1.154,1.024,HYUNDAI Atos Prime,2020-11-01
1,HYUNDAI,Atos Prime,1250,Gasolina,2006.0,155000,63.0,5,Amarillo,Asturias,2021,01,2021,01,1.2166666666666666,1.0966666666666667,HYUNDAI Atos Prime,2021-01-01
1,FIAT,Bravo,800,Diésel,2000.0,230000,105.0,3,Amarillo,Castilla la Mancha,2021,01,2021,01,1.2166666666666666,1.0966666666666667,FIAT Bravo,2021-01-01
1,CITROEN,C5,4200,Diésel,2010.0,250000,109.0,4,Amarillo,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,CITROEN C5,2020-12-01
1,NISSAN,Cabstar,4000,Diésel,2004.0,200000,105.0,2,Amarillo,Andalucía,2020,11,2020,11,1.154,1.024,NISSAN Cabstar,2020-11-01
1,VOLKSWAGEN,California,32500,Diésel,2014.0,115200,140.0,4,Amarillo,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,VOLKSWAGEN California,2021-01-01
1,VOLKSWAGEN,California,43900,Diésel,2019.0,45000,150.0,4,Amarillo,Cataluña,2020,11,2020,11,1.154,1.024,VOLKSWAGEN California,2020-11-01
1,CHEVROLET,Camaro,44900,Gasolina,2015.0,23000,432.0,2,Amarillo,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,CHEVROLET Camaro,2021-01-01
1,MERCEDES-BENZ,Clase CLA,36000,Gasolina,2019.0,3500,122.0,4,Amarillo,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,MERCEDES-BENZ Clase CLA,2020-12-01
1,MERCEDES-BENZ,Clase G,10900,Gasolina,1997.0,90000,220.0,3,Amarillo,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,MERCEDES-BENZ Clase G,2021-01-01
1,RENAULT,Clio,4800,Gasolina,2014.0,148000,75.0,5,Amarillo,Islas Canarias,2020,11,2020,11,1.154,1.024,RENAULT Clio,2020-11-01
1,RENAULT,Clio,2500,Diésel,2001.0,158000,65.0,5,Amarillo,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,RENAULT Clio,2020-12-01
1,RENAULT,Clio,4200,Gasolina,2013.0,129000,75.0,5,Amarillo,Islas Canarias,2021,01,2021,01,1.2166666666666666,1.0966666666666667,RENAULT Clio,2021-01-01
1,OPEL,Corsa,11900,Gasolina,2019.0,20700,150.0,3,Amarillo,Aragón,2020,11,2020,11,1.154,1.024,OPEL Corsa,2020-11-01
1,HYUNDAI,Coupé,1200,Gasolina,2000.0,230000,138.0,3,Amarillo,Islas Canarias,2021,01,2021,01,1.2166666666666666,1.0966666666666667,HYUNDAI Coupé,2021-01-01
1,SEAT,Córdoba,3600,Gasolina,2002.0,158199,156.0,2,Amarillo,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,SEAT Córdoba,2020-12-01
1,CITROEN,DS3,6500,Diésel,2011.0,140000,92.0,3,Amarillo,Asturias,2020,12,2020,12,1.1766666666666665,1.06,CITROEN DS3,2020-12-01
1,,Daily,7000,Diésel,2013.0,470000,146.0,4,Amarillo,Andalucía,2020,11,2020,11,1.154,1.024,,2020-11-01
1,SEAT,Ibiza,2500,Diésel,2007.0,206000,70.0,5,Amarillo,Cataluña,2020,11,2020,11,1.154,1.024,SEAT Ibiza,2020-11-01
1,SEAT,Ibiza,900,Diésel,2000.0,135000,90.0,3,Amarillo,Andalucía,2020,11,2020,11,1.154,1.024,SEAT Ibiza,2020-11-01
1,SEAT,Ibiza,1999,Gasolina,2005.0,126000,75.0,5,Amarillo,Madrid,2020,12,2020,12,1.1766666666666665,1.06,SEAT Ibiza,2020-12-01
1,SEAT,Ibiza,1200,Diésel,2005.0,318000,64.0,3,Amarillo,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,SEAT Ibiza,2020-12-01
1,RENAULT,Kangoo,4900,Diésel,2002.0,98000,65.0,5,Amarillo,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,RENAULT Kangoo,2020-12-01
1,RENAULT,Laguna,1000,Gasolina,1997.0,78000,115.0,5,Amarillo,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,RENAULT Laguna,2020-12-01
1,SEAT,León,12500,Gasolina,2008.0,146000,240.0,5,Amarillo,Aragón,2021,01,2021,01,1.2166666666666666,1.0966666666666667,SEAT León,2021-01-01
1,SEAT,León,2500,Gasolina,2004.0,158000,105.0,5,Amarillo,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,SEAT León,2020-12-01
1,SEAT,León,4000,Diésel,2004.0,280000,150.0,5,Amarillo,Galicia,2020,12,2020,12,1.1766666666666665,1.06,SEAT León,2020-12-01
1,MINI,MINI,3600,Gasolina,2002.0,140000,90.0,3,Amarillo,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,MINI MINI,2021-01-01
1,MINI,MINI,5500,Gasolina,2004.0,100000,115.0,3,Amarillo,Madrid,2020,11,2020,11,1.154,1.024,MINI MINI,2020-11-01
1,MINI,MINI,8500,Gasolina,2007.0,140000,175.0,3,Amarillo,Castilla la Mancha,2020,11,2020,11,1.154,1.024,MINI MINI,2020-11-01
1,MINI,MINI,6700,Gasolina,2007.0,104000,116.0,2,Amarillo,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,MINI MINI,2020-12-01
1,RENAULT,Master,3700,Diésel,2008.0,420000,100.0,4,Amarillo,Andalucía,2020,11,2020,11,1.154,1.024,RENAULT Master,2020-11-01
1,RENAULT,Mégane,600,Gasolina,1999.0,245000,95.0,2,Amarillo,Asturias,2021,01,2021,01,1.2166666666666666,1.0966666666666667,RENAULT Mégane,2021-01-01
1,VOLKSWAGEN,New Beetle,5900,Diésel,2006.0,182000,105.0,3,Amarillo,Cataluña,2020,10,2020,10,1.16,1.03,VOLKSWAGEN New Beetle,2020-10-01
1,FIAT,Panda,1500,Gasolina,2004.0,115000,60.0,5,Amarillo,Asturias,2021,01,2021,01,1.2166666666666666,1.0966666666666667,FIAT Panda,2021-01-01
1,KIA,Pro Ceed,2300,Diésel,2008.0,205000,115.0,3,Amarillo,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,KIA Pro Ceed,2020-12-01
1,FIAT,Punto,2000,Gasolina,1995.0,120000,60.0,3,Amarillo,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,FIAT Punto,2020-12-01
1,FIAT,Punto,3000,Gasolina,1997.0,320000,86.0,2,Amarillo,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,FIAT Punto,2021-01-01
1,RENAULT,R6,1700,Gasolina,1984.0,134076,45.0,4,Amarillo,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,RENAULT R6,2020-12-01
1,VOLVO,S40,3000,Gasolina,2006.0,127000,125.0,4,Amarillo,La rioja,2020,11,2020,11,1.154,1.024,VOLVO S40,2020-11-01
1,VOLVO,S60,2400,Diésel,2002.0,270000,163.0,4,Amarillo,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,VOLVO S60,2020-12-01
1,CITROEN,Saxo,1000,Diésel,1999.0,155000,58.0,3,Amarillo,Castilla y León,2021,01,2021,01,1.2166666666666666,1.0966666666666667,CITROEN Saxo,2021-01-01
1,CITROEN,Saxo,550,Gasolina,2000.0,77000,60.0,5,Amarillo,Castilla la Mancha,2020,11,2020,11,1.154,1.024,CITROEN Saxo,2020-11-01
1,BMW,Serie 3,4300,Gasolina,2000.0,165000,193.0,2,Amarillo,Murcia,2020,11,2020,11,1.154,1.024,BMW Serie 3,2020-11-01
1,BMW,Serie 5,6500,Diésel,2005.0,287000,177.0,4,Amarillo,Murcia,2021,01,2021,01,1.2166666666666666,1.0966666666666667,BMW Serie 5,2021-01-01
1,MERCEDES-BENZ,Sprinter,22900,Diésel,2018.0,33031,143.0,4,Amarillo,Murcia,2020,11,2020,11,1.154,1.024,MERCEDES-BENZ Sprinter,2020-11-01
1,FIAT,Stilo,600,Diésel,2002.0,334000,115.0,3,Amarillo,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,FIAT Stilo,2020-12-01
1,FIAT,Stilo,1800,Gasolina,2002.0,198000,103.0,3,Amarillo,Comunidad Valenciana,2021,01,2021,01,1.2166666666666666,1.0966666666666667,FIAT Stilo,2021-01-01
1,FORD,Transit Connect,3300,Diésel,2008.0,280000,90.0,5,Amarillo,Islas_Baleares,2020,11,2020,11,1.154,1.024,FORD Transit Connect,2020-11-01
1,VOLKSWAGEN,Transporter,8000,Diésel,2001.0,330000,102.0,4,Amarillo,Islas Canarias,2020,10,2020,10,1.16,1.03,VOLKSWAGEN Transporter,2020-10-01
1,VOLKSWAGEN,Transporter,22000,Diésel,2013.0,288000,84.0,4,Amarillo,Murcia,2020,10,2020,10,1.16,1.03,VOLKSWAGEN Transporter,2020-10-01
1,MERCEDES-BENZ,Vito,5200,Diésel,2002.0,355000,122.0,4,Amarillo,Castilla y León,2021,01,2021,01,1.2166666666666666,1.0966666666666667,MERCEDES-BENZ Vito,2021-01-01
1,MERCEDES-BENZ,Vito,1500,Diésel,2002.0,430000,102.0,4,Amarillo,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,MERCEDES-BENZ Vito,2020-12-01
1,CITROEN,Xsara,1200,Gasolina,2000.0,291000,75.0,5,Amarillo,Castilla y León,2020,10,2020,10,1.16,1.03,CITROEN Xsara,2020-10-01
1,CITROEN,Xsara,3000,Gasolina,2002.0,212000,167.0,3,Amarillo,Andalucía,2020,11,2020,11,1.154,1.024,CITROEN Xsara,2020-11-01
1,PEUGEOT,106,950,Diésel,1998.0,276261,58.0,3,Azul,Aragón,2020,11,2020,11,1.154,1.024,PEUGEOT 106,2020-11-01
1,PEUGEOT,106,600,Diésel,1998.0,156000,58.0,5,Azul,Murcia,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 106,2020-12-01
1,ALFA ROMEO,147,1500,Diésel,2002.0,340000,115.0,5,Azul,Andalucía,2020,10,2020,10,1.16,1.03,ALFA ROMEO 147,2020-10-01
1,ALFA ROMEO,156,1300,Gasolina,2001.0,125000,120.0,4,Azul,Cataluña,2020,11,2020,11,1.154,1.024,ALFA ROMEO 156,2020-11-01
1,PEUGEOT,206,1250,Gasolina,2004.0,178000,90.0,3,Azul,Islas Canarias,2020,10,2020,10,1.16,1.03,PEUGEOT 206,2020-10-01
1,PEUGEOT,206,1000,Diésel,2000.0,180000,70.0,3,Azul,País Vasco,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 206,2020-12-01
1,PEUGEOT,206,1350,Gasolina,2003.0,230000,110.0,3,Azul,Aragón,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 206,2021-01-01
1,PEUGEOT,206,1900,Gasolina,2001.0,110000,138.0,2,Azul,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 206,2021-01-01
1,PEUGEOT,206,1200,Diésel,2000.0,198000,70.0,5,Azul,Cantabria,2020,11,2020,11,1.154,1.024,PEUGEOT 206,2020-11-01
1,PEUGEOT,206,600,Diésel,2000.0,180000,70.0,3,Azul,Comunidad Valenciana,2020,10,2020,10,1.16,1.03,PEUGEOT 206,2020-10-01
1,PEUGEOT,206,1900,Gasolina,2004.0,106000,90.0,3,Azul,Galicia,2020,10,2020,10,1.16,1.03,PEUGEOT 206,2020-10-01
1,PEUGEOT,206 SW,2400,Diésel,2004.0,132000,70.0,5,Azul,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 206 SW,2020-11-01
1,PEUGEOT,207,2900,Gasolina,2011.0,170000,95.0,5,Azul,Castilla la Mancha,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 207,2021-01-01
1,PEUGEOT,207,2500,Gasolina,2008.0,100000,75.0,3,Azul,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 207,2021-01-01
1,PEUGEOT,207,5500,Diésel,2008.0,99000,110.0,2,Azul,Comunidad Valenciana,2020,10,2020,10,1.16,1.03,PEUGEOT 207,2020-10-01
1,PEUGEOT,208,6500,Diésel,2015.0,74000,68.0,5,Azul,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 208,2021-01-01
1,PEUGEOT,208,6700,Gasolina,2013.0,80000,82.0,5,Azul,Islas_Baleares,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 208,2020-12-01
1,PEUGEOT,208,7500,Diésel,2013.0,90000,92.0,5,Azul,Murcia,2020,11,2020,11,1.154,1.024,PEUGEOT 208,2020-11-01
1,MERCEDES-BENZ,220,3600,Gasolina,1993.0,227650,150.0,2,Azul,Andalucía,2020,11,2020,11,1.154,1.024,MERCEDES-BENZ 220,2020-11-01
1,CITROEN,2CV,5000,Gasolina,1982.0,73500,29.0,4,Azul,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,CITROEN 2CV,2020-12-01
1,MERCEDES-BENZ,300,19000,Gasolina,1992.0,17896,394.0,4,Azul,Islas_Baleares,2020,11,2020,11,1.154,1.024,MERCEDES-BENZ 300,2020-11-01
1,PEUGEOT,3008,23000,Diésel,2019.0,13000,130.0,5,Azul,Castilla la Mancha,2020,09,2020,09,1.16,1.0333333333333334,PEUGEOT 3008,2020-09-01
1,PEUGEOT,3008,10500,Diésel,2014.0,90000,120.0,5,Azul,Islas Canarias,2020,11,2020,11,1.154,1.024,PEUGEOT 3008,2020-11-01
1,CHRYSLER,300C,7900,Gasolina,2006.0,87000,253.0,4,Azul,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,CHRYSLER 300C,2020-12-01
1,PEUGEOT,306,2500,Gasolina,1995.0,58000,90.0,5,Azul,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 306,2021-01-01
1,PEUGEOT,307,3650,Diésel,2008.0,350000,136.0,2,Azul,Castilla y León,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 307,2021-01-01
1,PEUGEOT,307,2000,Gasolina,2006.0,207000,110.0,5,Azul,Cataluña,2020,09,2020,09,1.16,1.0333333333333334,PEUGEOT 307,2020-09-01
1,PEUGEOT,307,2200,Diésel,2004.0,142267,90.0,5,Azul,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 307,2020-12-01
1,PEUGEOT,307,3500,Gasolina,2007.0,87000,110.0,2,Azul,Comunidad Valenciana,2020,10,2020,10,1.16,1.03,PEUGEOT 307,2020-10-01
1,PEUGEOT,307,2300,Gasolina,2004.0,210000,138.0,2,Azul,Cataluña,2020,10,2020,10,1.16,1.03,PEUGEOT 307,2020-10-01
1,PEUGEOT,307,1300,Diésel,2001.0,317000,90.0,5,Azul,Murcia,2020,11,2020,11,1.154,1.024,PEUGEOT 307,2020-11-01
1,PEUGEOT,307,1900,Diésel,2003.0,210000,110.0,5,Azul,Castilla la Mancha,2020,11,2020,11,1.154,1.024,PEUGEOT 307,2020-11-01
1,PEUGEOT,307,1500,Diésel,2004.0,254000,90.0,5,Azul,Madrid,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 307,2020-12-01
1,PEUGEOT,307,2100,Diésel,2005.0,203759,90.0,5,Azul,Madrid,2020,10,2020,10,1.16,1.03,PEUGEOT 307,2020-10-01
1,PEUGEOT,307,2900,Diésel,2004.0,180000,136.0,3,Azul,Andalucía,2020,11,2020,11,1.154,1.024,PEUGEOT 307,2020-11-01
1,PEUGEOT,307,1800,Diésel,2003.0,300000,90.0,3,Azul,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 307,2020-12-01
1,PEUGEOT,307 SW,2500,Diésel,2006.0,232000,110.0,5,Azul,Murcia,2020,09,2020,09,1.16,1.0333333333333334,PEUGEOT 307 SW,2020-09-01
1,PEUGEOT,307 SW,2500,Gasolina,2006.0,225000,110.0,5,Azul,Cataluña,2020,10,2020,10,1.16,1.03,PEUGEOT 307 SW,2020-10-01
1,PEUGEOT,307 SW,1400,Diésel,2003.0,200000,90.0,5,Azul,Islas_Baleares,2020,11,2020,11,1.154,1.024,PEUGEOT 307 SW,2020-11-01
1,PEUGEOT,307 SW,3400,Diésel,2007.0,190000,136.0,5,Azul,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 307 SW,2020-11-01
1,PEUGEOT,308,10500,Diésel,2012.0,138000,112.0,2,Azul,Andalucía,2020,11,2020,11,1.154,1.024,PEUGEOT 308,2020-11-01
1,PEUGEOT,308,17000,Diésel,2016.0,96000,180.0,5,Azul,Andalucía,2020,10,2020,10,1.16,1.03,PEUGEOT 308,2020-10-01
1,PEUGEOT,308,4999,Diésel,2012.0,182000,92.0,5,Azul,Extremadura,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 308,2020-12-01
1,PEUGEOT,308,14900,Gasolina,2018.0,43489,130.0,5,Azul,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,PEUGEOT 308,2020-11-01
1,PEUGEOT,308,13000,Gasolina,2012.0,30300,122.0,2,Azul,Castilla la Mancha,2020,11,2020,11,1.154,1.024,PEUGEOT 308,2020-11-01
1,PEUGEOT,308,7500,Diésel,2014.0,112000,92.0,5,Azul,Castilla y León,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 308,2020-12-01
1,PEUGEOT,308,9300,Gasolina,2012.0,62000,122.0,2,Azul,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 308,2021-01-01
1,PEUGEOT,308,9000,Diésel,2016.0,80000,100.0,5,Azul,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 308,2020-11-01
1,MAZDA,323,900,Gasolina,1997.0,185000,90.0,5,Azul,Madrid,2020,12,2020,12,1.1766666666666665,1.06,MAZDA 323,2020-12-01
1,PEUGEOT,406,2800,Diésel,2004.0,145000,109.0,4,Azul,Castilla la Mancha,2020,11,2020,11,1.154,1.024,PEUGEOT 406,2020-11-01
1,PEUGEOT,406,1950,Diésel,2003.0,185000,109.0,4,Azul,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 406,2020-11-01
1,PEUGEOT,406,3000,Gasolina,1997.0,220000,150.0,4,Azul,Castilla y León,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 406,2021-01-01
1,PEUGEOT,406,1000,Gasolina,2000.0,130000,138.0,2,Azul,Andalucía,2020,11,2020,11,1.154,1.024,PEUGEOT 406,2020-11-01
1,PEUGEOT,406,1000,Diésel,1999.0,190000,110.0,5,Azul,Castilla la Mancha,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 406,2020-12-01
1,PEUGEOT,407,2000,Gasolina,2004.0,200000,117.0,4,Azul,Galicia,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407,2950,Gasolina,2004.0,79000,137.0,4,Azul,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 407,2020-11-01
1,PEUGEOT,407,5800,Diésel,2010.0,170000,110.0,4,Azul,Extremadura,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 407,2021-01-01
1,PEUGEOT,407,2100,Diésel,2007.0,302000,136.0,4,Azul,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407,2200,Diésel,2006.0,183000,136.0,4,Azul,Cataluña,2020,11,2020,11,1.154,1.024,PEUGEOT 407,2020-11-01
1,PEUGEOT,407,3250,Diésel,2008.0,250000,136.0,2,Azul,Extremadura,2020,10,2020,10,1.16,1.03,PEUGEOT 407,2020-10-01
1,PEUGEOT,407,4500,Gasolina,2006.0,121500,163.0,2,Azul,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 407,2021-01-01
1,PEUGEOT,407,2700,Diésel,2005.0,220000,110.0,4,Azul,Castilla la Mancha,2020,11,2020,11,1.154,1.024,PEUGEOT 407,2020-11-01
1,PEUGEOT,407,3000,Diésel,2004.0,227000,136.0,4,Azul,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 407,2020-12-01
1,PEUGEOT,407 SW,2800,Diésel,2006.0,235010,136.0,5,Azul,Cataluña,2020,11,2020,11,1.154,1.024,PEUGEOT 407 SW,2020-11-01
1,FIAT,500,4800,Gasolina,2008.0,136000,100.0,3,Azul,Madrid,2020,11,2020,11,1.154,1.024,FIAT 500,2020-11-01
1,ABARTH,500,24500,Gasolina,2020.0,12000,180.0,3,Azul,Islas_Baleares,2020,12,2020,12,1.1766666666666665,1.06,ABARTH 500,2020-12-01
1,FIAT,500,7000,Gasolina,2014.0,85000,69.0,3,Azul,Cataluña,2020,11,2020,11,1.154,1.024,FIAT 500,2020-11-01
1,FIAT,500,8500,Gasolina,2017.0,57000,69.0,3,Azul,Extremadura,2020,10,2020,10,1.16,1.03,FIAT 500,2020-10-01
1,PEUGEOT,5008,6800,Diésel,2012.0,219000,115.0,5,Azul,Aragón,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 5008,2020-12-01
1,PEUGEOT,5008,5900,Diésel,2010.0,181000,150.0,5,Azul,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 5008,2020-12-01
1,PEUGEOT,5008,9500,Diésel,2015.0,130000,115.0,5,Azul,Madrid,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 5008,2020-12-01
1,PEUGEOT,5008,6600,Diésel,2010.0,194000,150.0,5,Azul,Madrid,2020,10,2020,10,1.16,1.03,PEUGEOT 5008,2020-10-01
1,PEUGEOT,5008,7000,Diésel,2011.0,149000,112.0,5,Azul,Murcia,2021,01,2021,01,1.2166666666666666,1.0966666666666667,PEUGEOT 5008,2021-01-01
1,FIAT,500X,12200,Diésel,2017.0,41000,120.0,5,Azul,Madrid,2020,12,2020,12,1.1766666666666665,1.06,FIAT 500X,2020-12-01
1,PEUGEOT,508,11500,Diésel,2013.0,98900,140.0,4,Azul,La rioja,2020,10,2020,10,1.16,1.03,PEUGEOT 508,2020-10-01
1,PEUGEOT,607,3500,Diésel,2003.0,282400,136.0,4,Azul,Madrid,2020,11,2020,11,1.154,1.024,PEUGEOT 607,2020-11-01
1,PEUGEOT,607,2000,Diésel,2004.0,250000,136.0,4,Azul,Murcia,2020,10,2020,10,1.16,1.03,PEUGEOT 607,2020-10-01
1,PORSCHE,718,56000,Gasolina,2017.0,56000,350.0,3,Azul,Comunidad Valenciana,2020,11,2020,11,1.154,1.024,PORSCHE 718,2020-11-01
1,PEUGEOT,807,3000,Diésel,2004.0,250000,130.0,5,Azul,Comunidad Valenciana,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 807,2020-12-01
1,PEUGEOT,807,3200,Diésel,2006.0,185000,109.0,5,Azul,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,PEUGEOT 807,2020-12-01
1,SAAB,9-3,8000,Diésel,2009.0,165000,150.0,2,Azul,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,SAAB 9-3,2021-01-01
1,SAAB,9-3,3000,Gasolina,2004.0,140000,175.0,2,Azul,Islas Canarias,2020,11,2020,11,1.154,1.024,SAAB 9-3,2020-11-01
1,SAAB,9-3,1150,Diésel,2003.0,333000,125.0,5,Azul,Cataluña,2020,11,2020,11,1.154,1.024,SAAB 9-3,2020-11-01
1,SAAB,9-3,2200,Diésel,2007.0,152000,150.0,5,Azul,Aragón,2021,01,2021,01,1.2166666666666666,1.0966666666666667,SAAB 9-3,2021-01-01
1,SAAB,9-3,4900,Diésel,2005.0,91400,120.0,4,Azul,Andalucía,2020,11,2020,11,1.154,1.024,SAAB 9-3,2020-11-01
1,SAAB,9-3,2500,Gasolina,2001.0,148000,150.0,3,Azul,Madrid,2021,01,2021,01,1.2166666666666666,1.0966666666666667,SAAB 9-3,2021-01-01
1,SAAB,9-5,500,Gasolina,2000.0,185000,170.0,4,Azul,Cataluña,2021,01,2021,01,1.2166666666666666,1.0966666666666667,SAAB 9-5,2021-01-01
1,SAAB,9-5,1000,Diésel,2007.0,200000,150.0,5,Azul,Cataluña,2020,10,2020,10,1.16,1.03,SAAB 9-5,2020-10-01
1,SAAB,9-5,2000,Gasolina,2006.0,163000,150.0,5,Azul,Aragón,2020,12,2020,12,1.1766666666666665,1.06,SAAB 9-5,2020-12-01
1,PORSCHE,911,66500,Gasolina,2012.0,87500,400.0,2,Azul,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,PORSCHE 911,2020-12-01
1,PORSCHE,911,44000,Gasolina,2005.0,120000,355.0,2,Azul,Cataluña,2020,12,2020,12,1.1766666666666665,1.06,PORSCHE 911,2020-12-01
1,PORSCHE,911,52000,Gasolina,2001.0,99000,420.0,2,Azul,Madrid,2020,12,2020,12,1.1766666666666665,1.06,PORSCHE 911,2020-12-01
1,AUDI,A1,14000,Gasolina,2015.0,60000,125.0,5,Azul,Cataluña,2020,11,2020,11,1.154,1.024,AUDI A1,2020-11-01
1,AUDI,A3,10500,Diésel,2013.0,175000,105.0,3,Azul,Andalucía,2020,12,2020,12,1.1766666666666665,1.06,AUDI A3,2020-12-01
1,AUDI,A3,1200,Diésel,1999.0,301000,110.0,3,Azul,País Vasco,2020,10,2020,10,1.16,1.03,AUDI A3,2020-10-01
1,AUDI,A3,9700,Diésel,2010.0,133000,140.0,5,Azul,Andalucía,2021,01,2021,01,1.2166666666666666,1.0966666666666667,AUDI A3,2021-01-01
